HITId	HITTypeId	Title	Description	Keywords	Reward	CreationTime	MaxAssignments	RequesterAnnotation	AssignmentDurationInSeconds	AutoApprovalDelayInSeconds	Expiration	NumberOfSimilarHITs	LifetimeInSeconds	AssignmentId	WorkerId	AssignmentStatus	AcceptTime	SubmitTime	AutoApprovalTime	ApprovalTime	RejectionTime	RequesterFeedback	WorkTimeInSeconds	LifetimeApprovalRate	Last30DaysApprovalRate	Last7DaysApprovalRate	Input.globalindex	Input.lemma	Input.lemmaindex	Input.lleftcontext	Input.lheadword	Input.lrightcontext	Input.gs_expert	Answer.Category	Approve	Reject
2H9YNJ92NJKMNWYL18LH2W2H9V77CV	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:28 GMT 2012	5		14400	432000	Sat Jul 14 13:04:28 GMT 2012			2CBE1M7PKK9LENTNHP308LZYAZ5SZI	A2I8VBHRESMG9S	Submitted	Sat Jul 07 19:49:47 GMT 2012	Sat Jul 07 19:50:03 GMT 2012	Thu Jul 12 12:50:03 PDT 2012				16	100% (134/134)	100% (54/54)	100% (54/54)	69	CD	17	A variety of manufacturers whether build PCs that connect you to the Web&#44display TV broadcasts&#44play music	CDs	&#44 and screen DVD movies .	DOT	Category3		
2H9YNJ92NJKMNWYL18LH2W2H9V77CV	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:28 GMT 2012	5		14400	432000	Sat Jul 14 13:04:28 GMT 2012			2LVQ39Z0B6UTBXG3WAJTZRKHABUMXA	A2UFD1I8ZO1V4G	Submitted	Sat Jul 07 20:49:01 GMT 2012	Sat Jul 07 20:49:03 GMT 2012	Thu Jul 12 13:49:03 PDT 2012				2	100% (34/34)	100% (34/34)	100% (34/34)	69	CD	17	A variety of manufacturers whether build PCs that connect you to the Web&#44display TV broadcasts&#44play music	CDs	&#44 and screen DVD movies .	DOT	Category1		
2H9YNJ92NJKMNWYL18LH2W2H9V77CV	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:28 GMT 2012	5		14400	432000	Sat Jul 14 13:04:28 GMT 2012			2N0XMB3Q39Z0YXHS6LK4IVSUG5WTIQ	A1KAXCLAH6UVMS	Submitted	Sat Jul 07 16:37:20 GMT 2012	Sat Jul 07 16:37:37 GMT 2012	Thu Jul 12 09:37:37 PDT 2012				17	100% (56/56)	100% (56/56)	100% (56/56)	69	CD	17	A variety of manufacturers whether build PCs that connect you to the Web&#44display TV broadcasts&#44play music	CDs	&#44 and screen DVD movies .	DOT	Category1		
2H9YNJ92NJKMNWYL18LH2W2H9V77CV	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:28 GMT 2012	5		14400	432000	Sat Jul 14 13:04:28 GMT 2012			2UUJE1M7PKK98IJ56E1C44L0I33YRU	ASCIU8HFKRFKR	Submitted	Sat Jul 07 17:39:29 GMT 2012	Sat Jul 07 17:39:34 GMT 2012	Thu Jul 12 10:39:34 PDT 2012				5	100% (53/53)	100% (53/53)	100% (53/53)	69	CD	17	A variety of manufacturers whether build PCs that connect you to the Web&#44display TV broadcasts&#44play music	CDs	&#44 and screen DVD movies .	DOT	Category1		
2VYOOGQSCM6IX1PRWXLUY00P6QJGGI	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			20H6AUC26DG6U4OWLARFO0CP5G34B4	ASCIU8HFKRFKR	Submitted	Sat Jul 07 17:49:33 GMT 2012	Sat Jul 07 17:49:38 GMT 2012	Thu Jul 12 10:49:38 PDT 2012				5	100% (53/53)	100% (53/53)	100% (53/53)	455	book	129	The novelist Tom Mallon&#44who has written a book on diaries and is working on a	book	about letters&#44e-mailed me : &#34 I like Dawn Powell&#44though she 's now one of those writers in the curious position of being known more for her life than her work .	INFO	Categpory2		
2VYOOGQSCM6IX1PRWXLUY00P6QJGGI	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			26KBRI8IUB2YH0VIZ7KLF3L10PF5H2	A1C0X3AM7X75R9	Submitted	Sat Jul 07 19:41:21 GMT 2012	Sat Jul 07 19:41:31 GMT 2012	Thu Jul 12 12:41:31 PDT 2012				10	100% (691/691)	100% (18/18)	100% (19/19)	455	book	129	The novelist Tom Mallon&#44who has written a book on diaries and is working on a	book	about letters&#44e-mailed me : &#34 I like Dawn Powell&#44though she 's now one of those writers in the curious position of being known more for her life than her work .	INFO	Categpory2		
2VYOOGQSCM6IX1PRWXLUY00P6QJGGI	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			26WZMAZHHRRL2HNN52MRL1KI9NNCL1	A1M8AYAL3L8ACP	Submitted	Sat Jul 07 16:06:15 GMT 2012	Sat Jul 07 16:06:38 GMT 2012	Thu Jul 12 09:06:38 PDT 2012				23	100% (3/3)	100% (3/3)	100% (3/3)	455	book	129	The novelist Tom Mallon&#44who has written a book on diaries and is working on a	book	about letters&#44e-mailed me : &#34 I like Dawn Powell&#44though she 's now one of those writers in the curious position of being known more for her life than her work .	INFO	Category1		
2VYOOGQSCM6IX1PRWXLUY00P6QJGGI	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			2FLYMNCWYB4920FRAWO15JOOD7EQMM	A1KAXCLAH6UVMS	Submitted	Sat Jul 07 16:11:45 GMT 2012	Sat Jul 07 16:12:04 GMT 2012	Thu Jul 12 09:12:04 PDT 2012				19	100% (56/56)	100% (56/56)	100% (56/56)	455	book	129	The novelist Tom Mallon&#44who has written a book on diaries and is working on a	book	about letters&#44e-mailed me : &#34 I like Dawn Powell&#44though she 's now one of those writers in the curious position of being known more for her life than her work .	INFO	Categpory2		
2VYOOGQSCM6IX1PRWXLUY00P6QJGGI	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			2VQHVI44OS2K8LVC5TQSFAP6WG35Z1	A2I8VBHRESMG9S	Submitted	Sat Jul 07 20:51:36 GMT 2012	Sat Jul 07 20:51:52 GMT 2012	Thu Jul 12 13:51:52 PDT 2012				16	100% (134/134)	100% (54/54)	100% (54/54)	455	book	129	The novelist Tom Mallon&#44who has written a book on diaries and is working on a	book	about letters&#44e-mailed me : &#34 I like Dawn Powell&#44though she 's now one of those writers in the curious position of being known more for her life than her work .	INFO	Categpory2		
2CYULF395SW6A7OEAIEYRJBZV7ERDF	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:28 GMT 2012	5		14400	432000	Sat Jul 14 13:04:28 GMT 2012			298KPEIB9BAW8J9W75WV1UD477AX0P	ASCIU8HFKRFKR	Submitted	Sat Jul 07 17:42:25 GMT 2012	Sat Jul 07 17:42:35 GMT 2012	Thu Jul 12 10:42:35 PDT 2012				10	100% (53/53)	100% (53/53)	100% (53/53)	70	diary	17	In	diaries	&#44 participants recorded the time they went to bed and arose each day&#44and the duration of any naps .	INFO	Categpory2		
2CYULF395SW6A7OEAIEYRJBZV7ERDF	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:28 GMT 2012	5		14400	432000	Sat Jul 14 13:04:28 GMT 2012			2BKNQQ7Q6705OH7B56S2XQC2I0SVBZ	ATBZC1F0M7F2F	Submitted	Sat Jul 07 16:43:08 GMT 2012	Sat Jul 07 16:43:18 GMT 2012	Thu Jul 12 09:43:18 PDT 2012				10	100% (2/2)	100% (2/2)	100% (2/2)	70	diary	17	In	diaries	&#44 participants recorded the time they went to bed and arose each day&#44and the duration of any naps .	INFO	Categpory2		
2CYULF395SW6A7OEAIEYRJBZV7ERDF	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:28 GMT 2012	5		14400	432000	Sat Jul 14 13:04:28 GMT 2012			2FD8I9NZW6HEMXBDM5N7X86A18VWMW	A1KAXCLAH6UVMS	Submitted	Sat Jul 07 16:15:44 GMT 2012	Sat Jul 07 16:15:50 GMT 2012	Thu Jul 12 09:15:50 PDT 2012				6	100% (56/56)	100% (56/56)	100% (56/56)	70	diary	17	In	diaries	&#44 participants recorded the time they went to bed and arose each day&#44and the duration of any naps .	INFO	Categpory2		
2CYULF395SW6A7OEAIEYRJBZV7ERDF	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:28 GMT 2012	5		14400	432000	Sat Jul 14 13:04:28 GMT 2012			2FTY7QEOZFYQFSZRB1FF1RDTPWNFI3	A6WUFL0T08JBZ	Submitted	Sat Jul 07 16:26:32 GMT 2012	Sat Jul 07 16:26:41 GMT 2012	Thu Jul 12 09:26:41 PDT 2012				9	100% (263/263)	0% (0/0)	0% (0/0)	70	diary	17	In	diaries	&#44 participants recorded the time they went to bed and arose each day&#44and the duration of any naps .	INFO	Categpory2		
2CYULF395SW6A7OEAIEYRJBZV7ERDF	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:28 GMT 2012	5		14400	432000	Sat Jul 14 13:04:28 GMT 2012			2MFHMVHVKCJ0OS71PJA7DKQXRF464X	A2I8VBHRESMG9S	Submitted	Sat Jul 07 19:43:52 GMT 2012	Sat Jul 07 19:44:04 GMT 2012	Thu Jul 12 12:44:04 PDT 2012				12	100% (134/134)	100% (54/54)	100% (54/54)	70	diary	17	In	diaries	&#44 participants recorded the time they went to bed and arose each day&#44and the duration of any naps .	INFO	Category1		
2XNTYMNCWYB4W6WRA78X51JP3YSLPX	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			21B85OZIZEHMX1CL63H5IWPY6CPBZ8	A2I8VBHRESMG9S	Submitted	Sat Jul 07 20:52:44 GMT 2012	Sat Jul 07 20:52:52 GMT 2012	Thu Jul 12 13:52:52 PDT 2012				8	100% (134/134)	100% (54/54)	100% (54/54)	456	diary	129	But my	diary	shows endless fretting and nagging on my part as the sixth or the seventh or the 12 th of the month arrived and the check did not .	INFO	Categpory2		
2XNTYMNCWYB4W6WRA78X51JP3YSLPX	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			28I4J3NAB6BF962NGD9T5TJGYVHSF2	A2UFD1I8ZO1V4G	Submitted	Sat Jul 07 20:59:42 GMT 2012	Sat Jul 07 20:59:45 GMT 2012	Thu Jul 12 13:59:45 PDT 2012				3	100% (34/34)	100% (34/34)	100% (34/34)	456	diary	129	But my	diary	shows endless fretting and nagging on my part as the sixth or the seventh or the 12 th of the month arrived and the check did not .	INFO	Category1		
2XNTYMNCWYB4W6WRA78X51JP3YSLPX	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			2HIEOZFYQS1CFK9NXCIDW4IDMRRLIU	A1KAXCLAH6UVMS	Submitted	Sat Jul 07 13:38:23 GMT 2012	Sat Jul 07 13:39:00 GMT 2012	Thu Jul 12 06:39:00 PDT 2012				37	100% (56/56)	100% (56/56)	100% (56/56)	456	diary	129	But my	diary	shows endless fretting and nagging on my part as the sixth or the seventh or the 12 th of the month arrived and the check did not .	INFO	Categpory2		
2XNTYMNCWYB4W6WRA78X51JP3YSLPX	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			2I6R9Y8TNKIMMJ942U8S6OM1AUWV8P	A3O8XRFS9GCDMH	Submitted	Sat Jul 07 14:58:08 GMT 2012	Sat Jul 07 14:58:19 GMT 2012	Thu Jul 12 07:58:19 PDT 2012				11	100% (5/5)	100% (5/5)	100% (5/5)	456	diary	129	But my	diary	shows endless fretting and nagging on my part as the sixth or the seventh or the 12 th of the month arrived and the check did not .	INFO	Categpory2		
2XNTYMNCWYB4W6WRA78X51JP3YSLPX	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			2JCSSZVXX2Q4SLHJ83PGRIW286XO6I	ASCIU8HFKRFKR	Submitted	Sat Jul 07 18:36:32 GMT 2012	Sat Jul 07 18:36:35 GMT 2012	Thu Jul 12 11:36:35 PDT 2012				3	100% (53/53)	100% (53/53)	100% (53/53)	456	diary	129	But my	diary	shows endless fretting and nagging on my part as the sixth or the seventh or the 12 th of the month arrived and the check did not .	INFO	Categpory2		
2WIOHOVR14IX7FPKRH8EGWA7D9W763	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			2BKNQQ7Q6705OH7B56S2XQC2I1LVBU	A2GM2VIL6J238N	Submitted	Sat Jul 07 21:23:21 GMT 2012	Sat Jul 07 21:23:34 GMT 2012	Thu Jul 12 14:23:34 PDT 2012				13	100% (23/23)	100% (18/18)	100% (18/18)	457	dictionary	129	It is the proper function of a reviewer to question the reason behind the publication of a book&#44though&#44in the present case I believe it to be that Oxford University Press took a long&#44hard look at the revenues to be realized from a dictionary that could compete&#44in the UK market at least&#44with	dictionaries	of similar length published by Collins&#44Longman&#44Chambers&#44and others .	DOT	Category1		
2WIOHOVR14IX7FPKRH8EGWA7D9W763	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			2C9ECWA6X3YOZ32ZU4WK1PTJ8VDNMG	A1C0X3AM7X75R9	Submitted	Sat Jul 07 13:54:50 GMT 2012	Sat Jul 07 13:54:59 GMT 2012	Thu Jul 12 06:54:59 PDT 2012				9	100% (691/691)	100% (18/18)	100% (19/19)	457	dictionary	129	It is the proper function of a reviewer to question the reason behind the publication of a book&#44though&#44in the present case I believe it to be that Oxford University Press took a long&#44hard look at the revenues to be realized from a dictionary that could compete&#44in the UK market at least&#44with	dictionaries	of similar length published by Collins&#44Longman&#44Chambers&#44and others .	DOT	Category1		
2WIOHOVR14IX7FPKRH8EGWA7D9W763	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			2JZ46OQ1SNQQUHT6IKSQOCNSMGF5PX	ASCIU8HFKRFKR	Submitted	Sat Jul 07 18:00:07 GMT 2012	Sat Jul 07 18:00:11 GMT 2012	Thu Jul 12 11:00:11 PDT 2012				4	100% (53/53)	100% (53/53)	100% (53/53)	457	dictionary	129	It is the proper function of a reviewer to question the reason behind the publication of a book&#44though&#44in the present case I believe it to be that Oxford University Press took a long&#44hard look at the revenues to be realized from a dictionary that could compete&#44in the UK market at least&#44with	dictionaries	of similar length published by Collins&#44Longman&#44Chambers&#44and others .	DOT	Categpory2		
2WIOHOVR14IX7FPKRH8EGWA7D9W763	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			2LFFSVGULF39SJJ55VSFW3NZ8XRN94	A1KAXCLAH6UVMS	Submitted	Sat Jul 07 17:14:29 GMT 2012	Sat Jul 07 17:14:57 GMT 2012	Thu Jul 12 10:14:57 PDT 2012				28	100% (56/56)	100% (56/56)	100% (56/56)	457	dictionary	129	It is the proper function of a reviewer to question the reason behind the publication of a book&#44though&#44in the present case I believe it to be that Oxford University Press took a long&#44hard look at the revenues to be realized from a dictionary that could compete&#44in the UK market at least&#44with	dictionaries	of similar length published by Collins&#44Longman&#44Chambers&#44and others .	DOT	Category1		
2WIOHOVR14IX7FPKRH8EGWA7D9W763	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			2ZVTVOK5UFJ5OPUPW3QF2QS2X6P58N	A2I8VBHRESMG9S	Submitted	Sat Jul 07 19:40:27 GMT 2012	Sat Jul 07 19:41:49 GMT 2012	Thu Jul 12 12:41:49 PDT 2012				82	100% (134/134)	100% (54/54)	100% (54/54)	457	dictionary	129	It is the proper function of a reviewer to question the reason behind the publication of a book&#44though&#44in the present case I believe it to be that Oxford University Press took a long&#44hard look at the revenues to be realized from a dictionary that could compete&#44in the UK market at least&#44with	dictionaries	of similar length published by Collins&#44Longman&#44Chambers&#44and others .	DOT	Category3		
2LAMEZZ2MIKMA0H77OP3CTWXDO26NE	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:29 GMT 2012	5		14400	432000	Sat Jul 14 13:04:29 GMT 2012			29UMIKMN9U8PWPQ7BBNXM3SVJW5BSH	A2UFD1I8ZO1V4G	Submitted	Sat Jul 07 17:39:04 GMT 2012	Sat Jul 07 17:39:15 GMT 2012	Thu Jul 12 10:39:15 PDT 2012				11	100% (34/34)	100% (34/34)	100% (34/34)	71	dictionary	17	If the French	dictionary	was weak on Robinsons&#44the British and American dictionaries are at least as weak on Lamberts .	INFO	Category1		
2LAMEZZ2MIKMA0H77OP3CTWXDO26NE	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:29 GMT 2012	5		14400	432000	Sat Jul 14 13:04:29 GMT 2012			2CQU98JHSTLBQCNETY0ISBJF44BQEJ	A1KAXCLAH6UVMS	Submitted	Sat Jul 07 14:20:21 GMT 2012	Sat Jul 07 14:20:36 GMT 2012	Thu Jul 12 07:20:36 PDT 2012				15	100% (56/56)	100% (56/56)	100% (56/56)	71	dictionary	17	If the French	dictionary	was weak on Robinsons&#44the British and American dictionaries are at least as weak on Lamberts .	INFO	Category1		
2LAMEZZ2MIKMA0H77OP3CTWXDO26NE	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:29 GMT 2012	5		14400	432000	Sat Jul 14 13:04:29 GMT 2012			2DLVOK5UFJ51LYDD6E6YUS1DD7U695	A1M8AYAL3L8ACP	Submitted	Sat Jul 07 16:03:28 GMT 2012	Sat Jul 07 16:03:36 GMT 2012	Thu Jul 12 09:03:36 PDT 2012				8	100% (3/3)	100% (3/3)	100% (3/3)	71	dictionary	17	If the French	dictionary	was weak on Robinsons&#44the British and American dictionaries are at least as weak on Lamberts .	INFO	Categpory2		
2LAMEZZ2MIKMA0H77OP3CTWXDO26NE	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:29 GMT 2012	5		14400	432000	Sat Jul 14 13:04:29 GMT 2012			2QCPEIB9BAWLFDKO8KMXYD3NE59Y1Y	ASCIU8HFKRFKR	Submitted	Sat Jul 07 17:36:02 GMT 2012	Sat Jul 07 17:36:09 GMT 2012	Thu Jul 12 10:36:09 PDT 2012				7	100% (53/53)	100% (53/53)	100% (53/53)	71	dictionary	17	If the French	dictionary	was weak on Robinsons&#44the British and American dictionaries are at least as weak on Lamberts .	INFO	Categpory2		
2LAMEZZ2MIKMA0H77OP3CTWXDO26NE	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:29 GMT 2012	5		14400	432000	Sat Jul 14 13:04:29 GMT 2012			2W6ZZ2MIKMN9HZC8GIZT0WXJO7V8PJ	A2I8VBHRESMG9S	Submitted	Sat Jul 07 20:31:53 GMT 2012	Sat Jul 07 20:32:03 GMT 2012	Thu Jul 12 13:32:03 PDT 2012				10	100% (134/134)	100% (54/54)	100% (54/54)	71	dictionary	17	If the French	dictionary	was weak on Robinsons&#44the British and American dictionaries are at least as weak on Lamberts .	INFO	Categpory2		
2I2274J79KQWTSVMMLLXJCD5L3AIGB	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			247J51Y7QEOZ2PDRJRJTQOFYCR6FC4	A1KAXCLAH6UVMS	Submitted	Sat Jul 07 16:56:56 GMT 2012	Sat Jul 07 16:57:06 GMT 2012	Thu Jul 12 09:57:06 PDT 2012				10	100% (56/56)	100% (56/56)	100% (56/56)	458	letter	129	Worshipping Werner Van Braun ( to whom the boy writes	letters	) seems creepy in our post- Tom Lehrer era .	DOT	Category1		
2I2274J79KQWTSVMMLLXJCD5L3AIGB	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			28URCJK63ZVEQ8EZ299AU9JMQ648X7	A2I8VBHRESMG9S	Submitted	Sat Jul 07 20:32:30 GMT 2012	Sat Jul 07 20:32:46 GMT 2012	Thu Jul 12 13:32:46 PDT 2012				16	100% (134/134)	100% (54/54)	100% (54/54)	458	letter	129	Worshipping Werner Van Braun ( to whom the boy writes	letters	) seems creepy in our post- Tom Lehrer era .	DOT	Category3		
2I2274J79KQWTSVMMLLXJCD5L3AIGB	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			2CKEIUUU00OQ7BX30XJ8W2U3RNDTTA	AWRAXV1RIYR0M	Submitted	Sat Jul 07 23:21:42 GMT 2012	Sat Jul 07 23:21:47 GMT 2012	Thu Jul 12 16:21:47 PDT 2012				5	100% (111/111)	100% (15/15)	100% (15/15)	458	letter	129	Worshipping Werner Van Braun ( to whom the boy writes	letters	) seems creepy in our post- Tom Lehrer era .	DOT	Categpory2		
2I2274J79KQWTSVMMLLXJCD5L3AIGB	2IH3W5XH0JPPF9PJGTGLWP75K2BKED	Physical object or information	Recognize whether the name of a object, for instance "book", means "the physical object of the object" or "the information within the book"	categorization, named entity recognition, regular polysemy, proper names, word sense disambiguation	$0.05	Sat Jul 07 13:04:19 GMT 2012	5		14400	432000	Sat Jul 14 13:04:19 GMT 2012			2LSHFL42J1LYSZY6KMD0MGFL2RKN2F	A1RG83K0RKWOZY	Submitted	Sat Jul 07 17:44:24 GMT 2012	Sat Jul 07 17:44:40 GMT 2012	Thu Jul 12 10:44:40 PDT 2012				16	100% (2/2)	100% (2/2)	100% (2/2)	458	letter	129	Worshipping Werner Van Braun ( to whom the boy writes	letters	) seems creepy in our post- Tom Lehrer era .	DOT	Category1		
